0
0,OGLE-TR-109,8450,0.013364232,0.09248669999999999
1,RU Lupi,400,0.025773876,
2,CM Draconis,48,0.061093632,
3,BD+20°2457,652,0.02044727496,
4,HD 3346,655.58,0.057275280000000005,
5,HD 104304,42.1,0.0164189136,
6,HD 154857,220,0.0175644192,
7,Gliese 22 B,326,0.015273408,
